age,income,visa_type,language_score,job_experience,country_risk,prior_rejection,funds_available,ties_to_home,rejected
40,126075.0,Work,6.3,11,3,0,32641.0,0.37,0
24,13651.0,Work,8.1,12,3,0,95211.0,0.88,0
56,10548.0,Student,8.6,5,3,0,231462.0,0.71,1
20,17687.0,Tourist,7.1,6,3,0,170672.0,0.38,0
29,163173.0,Work,5.5,19,2,0,38860.0,0.61,0
24,70787.0,Student,7.4,4,2,0,114439.0,0.56,0
43,10725.0,Work,6.2,8,3,0,20783.0,0.42,1
50,1957.0,Student,8.9,12,1,0,178887.0,0.91,0
54,115897.0,Tourist,8.1,13,3,0,3986.0,0.69,0
32,137156.0,Tourist,8.1,7,3,0,1717.0,0.62,0
19,4161.0,Work,6.9,15,3,0,71439.0,0.42,1
58,11296.0,Student,4.0,13,2,0,23263.0,0.72,1
24,82025.0,Work,8.2,17,1,0,4856.0,0.39,0
49,39289.0,Student,4.1,9,3,0,24145.0,0.67,0
21,1106.0,Student,4.6,18,2,0,13472.0,0.52,0
37,4056.0,Work,8.2,15,2,0,16281.0,0.7,0
53,52703.0,Student,5.1,8,3,1,42023.0,0.78,1
49,32010.0,Work,8.2,20,1,0,61637.0,0.96,0
45,59815.0,Student,5.2,0,3,0,245381.0,0.73,0
30,71030.0,Tourist,7.9,8,2,0,46894.0,0.54,0
18,31652.0,Student,6.7,23,1,0,5810.0,0.89,0
52,41381.0,Work,7.4,13,2,0,22506.0,0.78,0
47,9373.0,Work,8.2,6,3,0,418.0,0.59,0
53,26144.0,Student,8.9,22,2,0,103534.0,0.34,0
42,35249.0,Work,4.4,23,3,1,23094.0,0.87,1
33,284627.0,Work,7.4,10,2,0,82571.0,0.81,0
36,6394.0,Work,8.8,19,2,0,79751.0,0.63,0
18,65236.0,Student,5.9,6,1,0,42849.0,0.7,0
22,18521.0,Work,5.7,23,2,0,100513.0,0.84,0
39,67308.0,Work,7.4,9,3,0,26403.0,0.63,0
41,18388.0,Work,6.0,18,1,0,124115.0,0.76,0
54,128812.0,Tourist,5.1,1,1,0,9170.0,0.64,0
53,7231.0,Student,4.8,1,2,0,133167.0,0.74,0
53,27264.0,Student,5.0,22,3,0,63607.0,0.66,0
21,42576.0,Student,7.5,24,3,0,17127.0,0.48,0
53,7927.0,Student,8.6,15,1,0,34088.0,0.74,0
35,34786.0,Student,8.0,11,3,0,5321.0,0.63,0
33,99746.0,Work,6.2,7,1,0,2148.0,0.49,0
58,19917.0,Work,6.6,9,3,0,35196.0,0.91,1
35,67896.0,Student,7.1,22,2,0,41292.0,0.55,0
39,8011.0,Tourist,6.9,14,3,0,86649.0,0.52,0
19,4253.0,Student,8.8,15,1,0,73499.0,0.33,0
38,62518.0,Tourist,8.4,24,1,0,53748.0,0.4,0
53,9521.0,Work,4.2,3,3,0,229182.0,0.59,0
56,1781.0,Work,8.2,22,3,1,107451.0,0.7,1
56,7042.0,Student,4.6,4,1,0,40833.0,0.35,1
46,166270.0,Work,7.5,16,3,0,35824.0,0.72,0
43,108055.0,Tourist,5.4,9,3,0,293085.0,0.7,0
38,4103.0,Work,7.9,3,2,0,44885.0,0.34,0
34,2459.0,Tourist,4.0,0,1,0,50529.0,0.76,0
33,11922.0,Student,5.9,0,2,1,49776.0,0.85,1
48,104892.0,Tourist,4.1,6,2,1,117151.0,0.8,0
26,16422.0,Student,8.8,2,1,0,13865.0,0.53,0
48,16629.0,Work,4.1,15,3,0,39450.0,0.34,0
31,8767.0,Student,4.8,24,3,0,8350.0,0.7,1
54,14658.0,Work,6.7,15,1,0,14637.0,0.78,0
19,78520.0,Work,7.2,14,1,0,14822.0,0.9,0
31,25031.0,Work,7.6,22,2,0,10148.0,0.32,0
50,16272.0,Tourist,5.2,10,3,1,9643.0,0.5,1
52,58456.0,Student,5.5,21,3,0,77627.0,0.31,0
56,24524.0,Tourist,5.2,17,3,0,26808.0,0.58,1
37,91615.0,Tourist,5.2,20,1,0,9140.0,0.46,0
19,7942.0,Work,7.9,23,3,0,24197.0,0.35,1
58,33127.0,Student,8.7,19,2,0,58244.0,0.83,0
36,83396.0,Student,7.0,7,2,1,36273.0,0.75,0
54,226399.0,Student,4.8,24,1,0,73318.0,0.6,0
35,4271.0,Tourist,4.3,23,2,0,5204.0,0.42,0
33,16974.0,Student,5.2,5,3,1,198638.0,0.68,1
21,3060.0,Student,4.9,17,2,0,47064.0,0.46,1
29,5143.0,Student,6.9,7,1,0,12547.0,0.45,0
46,22647.0,Student,7.5,19,3,0,12671.0,0.63,0
24,1053.0,Student,4.0,16,1,0,127652.0,0.47,1
31,41316.0,Student,6.2,4,1,0,4146.0,0.68,0
29,50805.0,Tourist,7.1,2,2,0,50213.0,0.33,0
52,19641.0,Student,5.0,18,2,0,805.0,0.48,0
22,6244.0,Student,8.5,6,2,0,4445.0,0.79,0
34,15277.0,Tourist,6.7,11,1,0,6882.0,0.42,0
59,526993.0,Work,5.7,0,3,0,5397.0,0.74,1
49,10091.0,Student,4.1,2,2,0,26294.0,0.31,1
27,6756.0,Student,6.4,9,2,0,28367.0,0.75,0
34,687.0,Student,5.7,5,1,0,9265.0,0.76,0
22,105432.0,Work,8.8,15,1,0,9470.0,0.5,0
59,3428.0,Student,5.9,13,3,1,189494.0,0.81,1
26,25143.0,Work,8.6,7,2,0,39025.0,0.43,0
50,519186.0,Work,7.4,5,1,0,11191.0,0.58,0
53,38329.0,Student,4.4,10,2,0,7848.0,0.93,0
53,37695.0,Work,8.7,3,1,1,40594.0,0.84,0
35,13512.0,Tourist,4.8,7,2,0,142098.0,0.9,0
26,35267.0,Tourist,6.2,4,3,0,17328.0,0.57,0
46,24674.0,Work,8.6,9,1,0,77062.0,0.98,0
31,49538.0,Work,8.1,21,2,0,291585.0,0.76,0
42,587.0,Student,6.4,11,2,0,8192.0,0.3,0
32,38920.0,Work,5.0,16,1,0,581816.0,0.35,0
23,42201.0,Work,6.5,19,2,0,22365.0,0.79,0
59,1005513.0,Work,6.7,10,1,0,29964.0,0.96,0
46,21885.0,Work,9.0,19,2,0,332570.0,0.82,0
32,30714.0,Tourist,8.1,11,3,0,81425.0,0.66,0
46,39914.0,Work,8.3,20,3,0,205838.0,0.44,0
21,41638.0,Work,8.9,11,3,0,88850.0,0.86,0
35,3462.0,Work,6.6,16,1,0,10951.0,0.7,0
56,75177.0,Student,6.9,19,1,0,10571.0,0.42,0
33,5563.0,Student,6.3,22,1,1,8024.0,0.45,1
28,40537.0,Work,4.6,21,3,1,23908.0,0.57,1
31,6071.0,Student,6.6,4,3,1,15058.0,0.55,1
20,15777.0,Work,6.9,16,1,0,210189.0,0.58,0
59,10876.0,Tourist,5.2,23,2,0,43915.0,0.58,0
55,15162.0,Tourist,7.9,4,2,0,26346.0,0.86,0
59,19447.0,Tourist,4.6,12,3,0,259516.0,0.46,1
35,38502.0,Student,6.5,13,3,0,5025.0,0.46,0
37,19068.0,Student,7.3,7,1,0,110248.0,0.34,0
42,81779.0,Student,4.3,13,1,0,70557.0,0.84,0
55,9894.0,Student,8.0,5,3,0,75384.0,0.69,0
30,41964.0,Work,5.5,6,1,0,44509.0,0.52,0
21,6319.0,Student,7.6,9,2,0,1225424.0,0.68,0
31,319314.0,Work,4.5,16,1,0,6210.0,0.83,0
50,42233.0,Student,7.1,5,2,0,14724.0,0.67,0
45,7741.0,Work,6.8,2,1,0,22462.0,0.72,0
54,297089.0,Work,4.8,18,1,0,6451.0,0.43,0
25,47942.0,Tourist,7.1,18,1,0,105955.0,0.98,0
51,7782.0,Tourist,7.5,21,2,0,97993.0,0.9,0
22,18090.0,Student,6.5,23,2,0,211480.0,0.51,0
22,3996.0,Tourist,6.9,2,3,0,62493.0,0.35,1
48,3994.0,Work,8.4,2,1,0,4591.0,0.66,0
26,134945.0,Work,7.5,4,1,0,288087.0,0.92,0
59,5723.0,Tourist,8.5,5,3,0,14481.0,0.31,1
49,2962.0,Student,6.8,5,3,0,25564.0,0.7,0
50,57160.0,Tourist,4.9,22,1,0,145571.0,0.32,0
20,265559.0,Work,5.2,22,1,0,18656.0,0.31,0
47,124982.0,Student,4.9,12,1,0,11515.0,0.6,0
29,684669.0,Student,5.7,18,3,0,15675.0,0.86,0
46,832663.0,Work,6.4,4,3,0,49556.0,0.32,0
20,5707.0,Work,5.3,0,3,0,73276.0,0.66,1
43,13806.0,Work,6.4,16,3,0,53758.0,0.81,0
47,2088.0,Student,5.8,1,1,0,28678.0,0.49,0
26,3849.0,Student,6.8,11,1,0,86746.0,0.69,0
43,110044.0,Work,6.1,17,2,0,25784.0,0.92,0
19,33366.0,Student,6.2,6,3,0,176276.0,0.87,0
20,195772.0,Student,6.5,4,2,1,7786.0,0.76,0
21,6014.0,Student,8.9,18,3,0,264287.0,0.46,1
42,9672.0,Student,6.8,15,1,0,3392.0,0.37,0
30,53657.0,Work,7.6,22,3,0,20158.0,0.4,0
56,107470.0,Student,6.1,11,2,0,13978.0,1.0,0
52,1896.0,Tourist,5.6,18,3,0,11107.0,0.81,0
40,15356.0,Work,8.6,18,3,0,9230.0,0.45,0
26,40095.0,Work,7.7,19,2,0,14219.0,0.71,0
19,71288.0,Work,6.9,20,3,0,85107.0,0.31,0
58,95899.0,Work,5.7,14,3,0,3921.0,0.88,1
48,19696.0,Work,5.3,23,2,0,345989.0,0.86,0
19,3452.0,Student,5.3,8,1,0,23504.0,0.76,0
49,1226.0,Student,6.5,20,1,0,41305.0,0.45,0
35,16758.0,Work,8.4,7,3,0,5979.0,0.65,0
30,14282.0,Student,8.4,18,1,0,4633.0,0.78,0
22,6674.0,Student,7.7,6,2,0,2789.0,0.56,0
59,84090.0,Work,6.7,18,2,0,92416.0,0.72,0
27,3939.0,Work,5.2,11,3,0,252372.0,0.52,0
42,8160.0,Work,6.4,2,3,0,4506.0,0.66,0
51,126779.0,Tourist,7.5,3,1,0,27548.0,0.5,0
54,6888.0,Student,7.0,1,1,0,10224.0,0.8,0
47,35766.0,Tourist,6.6,6,1,0,48924.0,0.4,0
24,21712.0,Work,6.1,21,1,0,10347.0,0.55,0
23,31723.0,Student,7.8,2,3,0,27200.0,0.79,0
20,82646.0,Tourist,8.2,0,2,1,130595.0,0.79,0
30,35880.0,Work,7.6,11,3,1,6621.0,0.67,1
20,2752.0,Student,8.7,18,1,0,16145.0,0.36,0
43,3547.0,Student,7.9,19,2,1,87486.0,0.64,1
41,34277.0,Work,6.3,16,1,0,7261.0,0.38,0
23,5546.0,Work,7.1,23,2,0,99445.0,0.55,0
59,92312.0,Tourist,6.5,17,2,1,95083.0,0.48,1
29,35022.0,Student,6.7,2,3,0,29842.0,0.93,0
53,1680.0,Work,8.5,12,2,0,159028.0,0.63,0
19,374604.0,Student,5.5,4,1,0,250270.0,0.84,0
28,12716.0,Work,4.1,24,3,1,17298.0,0.61,1
56,16092.0,Tourist,7.5,21,1,0,18155.0,0.51,0
51,41515.0,Work,4.9,18,3,0,68902.0,0.6,0
43,19342.0,Work,4.8,18,1,0,12713.0,0.93,0
35,93196.0,Work,9.0,7,3,0,14102.0,0.37,0
38,4784.0,Student,5.3,19,1,0,243511.0,0.57,0
53,123082.0,Tourist,5.0,15,3,0,9945.0,0.47,0
57,61175.0,Work,5.0,4,2,1,10696.0,0.64,1
39,6894.0,Work,6.1,3,2,0,36262.0,0.71,0
47,32128.0,Tourist,6.0,24,2,0,10618.0,0.8,0
47,135710.0,Work,7.2,15,2,0,9822.0,0.39,0
25,48162.0,Work,4.5,23,1,0,3772.0,0.71,0
51,27477.0,Work,7.2,13,1,0,15900.0,0.84,0
26,56032.0,Student,6.3,12,1,1,51078.0,0.78,0
37,63574.0,Student,5.0,22,3,0,60141.0,0.64,0
57,10315.0,Tourist,7.9,19,1,1,10291.0,0.72,1
42,27865.0,Student,6.4,24,2,0,12114.0,0.93,0
36,78669.0,Work,7.6,7,2,0,68917.0,0.65,0
22,26887.0,Student,8.6,23,2,0,214266.0,0.87,0
28,7508.0,Student,5.8,17,3,0,11431.0,0.97,0
32,33530.0,Work,8.5,4,2,0,111060.0,0.34,0
25,12263.0,Work,5.0,5,1,0,64290.0,0.9,0
36,52751.0,Work,5.1,5,3,0,22695.0,0.38,0
40,187278.0,Tourist,7.3,24,3,1,13695.0,0.35,1
44,60824.0,Work,4.5,19,2,0,13574.0,0.6,0
57,6403.0,Student,6.3,22,1,0,97764.0,0.64,0
49,34632.0,Work,5.1,24,1,0,9493.0,0.36,0
43,460.0,Tourist,6.9,20,2,0,41656.0,0.97,0
44,18969.0,Student,8.0,21,1,0,20387.0,0.34,0
36,90246.0,Work,4.2,16,2,0,16133.0,0.79,0
59,40268.0,Student,6.1,22,1,0,14120.0,0.54,0
46,25981.0,Student,7.7,15,3,0,116473.0,0.39,0
56,537519.0,Tourist,5.7,4,2,0,199874.0,0.87,0
58,1707.0,Tourist,4.2,19,2,0,3936.0,0.86,0
50,2389.0,Student,7.0,2,1,0,46847.0,0.93,0
36,45394.0,Tourist,4.6,0,2,1,246335.0,0.89,0
54,84723.0,Student,5.8,4,3,0,111528.0,0.67,0
36,90064.0,Work,9.0,2,1,0,55485.0,0.37,0
50,9329.0,Work,6.0,23,2,0,13035.0,0.86,0
33,6209.0,Work,8.2,15,2,0,27229.0,0.33,0
40,4979.0,Tourist,8.3,15,2,0,47145.0,0.79,0
24,35717.0,Work,5.3,3,2,0,59411.0,0.33,0
43,5040.0,Work,7.0,2,3,0,458296.0,0.47,1
49,117234.0,Tourist,8.7,11,3,0,10946.0,0.63,0
29,21315.0,Student,7.0,16,2,0,2145.0,0.71,0
25,7665.0,Work,8.1,11,3,1,99404.0,0.93,1
22,7712.0,Work,6.3,9,3,0,48399.0,0.99,0
59,2213.0,Tourist,7.6,1,3,0,25693.0,0.82,1
45,6692.0,Work,4.1,9,2,0,266028.0,1.0,0
22,9613.0,Tourist,7.9,1,3,0,86056.0,0.45,1
43,40624.0,Work,7.4,16,3,0,17506.0,0.62,0
22,18981.0,Student,5.8,23,2,0,17814.0,0.86,0
39,6066.0,Tourist,6.1,4,3,0,44551.0,0.3,1
32,3506.0,Work,5.6,1,3,0,156882.0,0.66,1
30,15437.0,Work,6.6,23,3,0,12512.0,0.91,0
45,1013.0,Tourist,4.5,13,3,0,32096.0,0.74,0
50,13673.0,Work,8.2,9,1,0,286065.0,0.81,0
40,117399.0,Work,6.4,14,2,1,17183.0,0.9,0
50,16309.0,Work,4.2,4,1,1,3792.0,0.92,0
35,27973.0,Work,6.8,13,2,0,69801.0,0.57,0
47,23322.0,Work,8.7,20,2,0,45624.0,0.48,0
43,2758.0,Work,4.4,17,2,0,98801.0,0.57,0
33,307501.0,Tourist,4.6,23,1,0,10159.0,0.51,0
30,11952.0,Work,5.9,12,2,0,9265.0,0.65,0
56,21916.0,Student,7.7,12,3,0,29369.0,0.58,1
50,8238.0,Work,7.0,2,1,0,10272.0,0.38,0
43,121431.0,Student,6.3,3,1,0,32165.0,0.9,0
18,2470.0,Work,9.0,4,1,0,15023.0,0.46,0
55,155352.0,Student,4.9,9,3,1,55680.0,0.91,1
19,13954.0,Student,8.1,24,1,0,14539.0,0.43,0
23,9894.0,Tourist,4.6,1,2,0,120521.0,0.83,0
55,8590.0,Work,4.9,23,3,1,62048.0,0.42,1
59,332027.0,Work,5.5,20,3,0,47472.0,0.68,1
41,1984.0,Student,8.4,8,3,0,75755.0,0.96,0
35,9875.0,Tourist,6.2,8,3,1,37604.0,0.76,1
44,3177.0,Tourist,6.0,9,1,0,8460.0,0.33,0
58,1453.0,Work,6.5,11,1,0,201213.0,0.77,0
25,156050.0,Work,7.2,14,1,0,16919.0,0.38,0
45,21148.0,Student,6.1,2,2,0,73885.0,0.35,0
27,3861.0,Work,8.8,8,2,0,22000.0,0.65,0
34,76392.0,Work,4.7,6,1,0,9296.0,0.91,0
46,12076.0,Tourist,6.4,24,1,1,4830.0,0.91,1
23,8351.0,Student,6.1,22,3,0,682187.0,0.77,0
31,52212.0,Work,7.5,15,1,0,5189.0,0.52,0
39,11693.0,Student,8.8,23,3,0,32119.0,0.88,0
23,5197.0,Student,5.4,3,2,0,67287.0,0.85,0
43,62511.0,Student,8.8,13,3,0,2400.0,1.0,0
56,17818.0,Work,8.1,4,3,0,28465.0,0.64,1
29,67481.0,Student,8.1,15,2,0,178895.0,0.9,0
52,12037.0,Tourist,4.4,21,3,0,121240.0,0.74,0
31,101573.0,Work,8.7,19,3,0,94728.0,0.87,0
39,22495.0,Work,8.2,13,2,0,39339.0,0.33,0
40,107909.0,Tourist,7.4,12,1,0,7962.0,0.53,0
24,102742.0,Student,4.6,23,3,0,13772.0,0.65,0
57,140699.0,Tourist,6.1,13,1,0,11079.0,0.41,0
42,24402.0,Tourist,8.2,4,1,1,62802.0,0.6,0
30,39108.0,Student,6.2,18,3,0,4245.0,0.48,0
38,15583.0,Tourist,6.2,16,2,0,92792.0,0.42,0
58,5730.0,Student,5.4,0,1,1,22178.0,0.62,1
27,444607.0,Student,4.3,23,3,0,13705.0,0.64,0
26,7128.0,Student,6.6,18,3,0,68189.0,0.46,1
32,85588.0,Tourist,7.9,10,2,0,8542.0,0.59,0
19,65429.0,Work,4.7,9,3,0,133212.0,0.61,0
42,28899.0,Work,8.5,3,1,0,49347.0,0.79,0
30,17457.0,Student,6.8,22,3,0,32175.0,0.94,0
51,17720.0,Student,8.1,16,2,0,8262.0,0.62,0
51,8220.0,Tourist,7.3,21,2,0,12458.0,1.0,0
52,25379.0,Work,4.7,16,2,0,60315.0,0.4,0
55,3744.0,Student,8.5,15,2,0,81828.0,0.82,0
20,67567.0,Student,7.6,18,2,0,81486.0,0.48,0
59,15634.0,Student,4.2,19,3,0,43184.0,0.34,1
23,5203.0,Work,6.9,13,1,0,92265.0,0.33,0
36,3247.0,Work,6.4,22,2,0,8747.0,0.33,0
20,18073.0,Work,8.3,15,1,0,72579.0,0.73,0
35,19041.0,Student,4.6,1,1,1,8400.0,0.62,1
56,10126.0,Student,7.0,7,3,0,31996.0,0.88,1
26,46798.0,Student,5.6,5,2,0,26595.0,0.97,0
29,37148.0,Tourist,5.2,9,2,0,21791.0,0.41,0
22,23984.0,Work,4.1,1,3,1,474201.0,0.8,1
20,5492.0,Student,5.7,18,2,0,17112.0,0.71,0
28,7259.0,Student,6.0,3,1,0,116823.0,0.94,0
47,2711.0,Work,6.2,5,1,0,36784.0,0.47,0
21,16530.0,Work,7.7,12,2,0,107293.0,0.37,0
22,51078.0,Student,6.0,0,3,0,21144.0,0.57,0
18,3581.0,Work,5.0,4,1,0,9795.0,0.42,0
44,9493.0,Work,6.0,23,2,0,28776.0,0.93,0
45,20346.0,Work,4.3,6,2,0,34921.0,0.7,0
46,50964.0,Tourist,8.9,13,1,0,138686.0,0.8,0
35,2403.0,Student,4.3,18,1,0,25679.0,0.43,1
29,615289.0,Tourist,5.0,10,1,0,24341.0,0.85,0
30,68112.0,Work,6.1,17,1,0,46396.0,0.69,0
58,8968.0,Student,8.7,17,2,0,17559.0,0.97,0
19,4423.0,Work,4.9,20,2,0,53474.0,0.66,0
54,33708.0,Work,6.0,23,2,0,32418.0,0.31,0
33,44709.0,Tourist,8.9,5,2,0,5253.0,0.32,0
41,4987.0,Student,7.0,5,1,0,48627.0,0.46,0
52,4142.0,Work,7.1,6,2,0,54873.0,0.84,0
39,5767.0,Tourist,8.9,16,3,0,39221.0,0.44,1
53,24265.0,Student,6.5,18,1,0,41224.0,0.53,0
28,24730.0,Work,4.0,4,1,0,57501.0,0.58,0
46,566083.0,Work,4.2,6,1,0,27401.0,0.38,0
52,856.0,Work,7.4,5,2,0,30206.0,0.85,0
32,8042.0,Tourist,5.1,16,2,0,58476.0,0.68,0
48,9959.0,Work,6.4,24,1,0,57448.0,0.48,0
59,45693.0,Student,6.8,18,1,0,31904.0,0.63,0
58,48533.0,Work,7.3,11,1,0,62651.0,0.79,0
33,16328.0,Student,4.4,6,3,1,60599.0,0.79,1
27,212417.0,Student,7.8,11,1,0,1690.0,0.47,0
49,4129.0,Work,8.6,16,2,0,21065.0,0.6,0
19,7755.0,Student,5.3,14,1,0,161369.0,0.32,1
41,3062.0,Student,5.9,15,3,1,97759.0,0.6,1
40,17678.0,Student,7.7,0,1,0,182252.0,0.34,0
19,13392.0,Work,5.2,10,2,0,41870.0,0.32,0
55,71636.0,Work,6.7,0,3,0,209060.0,0.71,0
48,355132.0,Work,7.3,12,2,0,18615.0,0.68,0
57,206040.0,Student,8.4,19,3,0,12960.0,0.92,1
43,3518.0,Student,5.7,16,2,0,43620.0,0.84,0
46,23862.0,Student,6.5,15,3,0,24478.0,0.84,0
20,70373.0,Student,4.9,16,2,0,183917.0,0.92,0
31,60035.0,Work,5.5,24,1,0,136805.0,0.41,0
42,709011.0,Student,4.5,13,2,0,40286.0,0.31,0
18,15840.0,Work,5.0,23,3,1,30052.0,0.56,1
20,24764.0,Work,5.7,4,3,0,38148.0,0.49,0
43,634923.0,Student,6.1,12,2,1,62618.0,0.37,1
35,41352.0,Student,7.5,17,3,0,60383.0,0.45,0
26,8994.0,Work,6.3,6,3,0,155357.0,0.36,1
55,5104.0,Work,4.2,16,3,0,169976.0,0.82,0
40,30140.0,Tourist,7.8,10,2,0,5500.0,0.67,0
38,109088.0,Student,6.7,24,1,0,64770.0,0.46,0
18,107006.0,Work,8.7,16,1,0,21550.0,0.91,0
38,5954.0,Student,7.2,18,3,0,79288.0,0.98,0
44,25717.0,Student,6.7,5,3,0,105084.0,0.59,0
59,11201.0,Student,5.5,19,3,1,7713.0,0.82,1
23,17643.0,Student,5.2,17,1,0,70451.0,0.82,0
53,85678.0,Work,5.2,20,1,0,47117.0,0.69,0
45,20437.0,Student,6.0,9,1,0,125750.0,0.62,0
34,58613.0,Work,4.9,0,3,1,82883.0,0.75,1
57,61307.0,Student,8.2,0,2,0,13314.0,0.42,0
20,8809.0,Student,8.0,14,2,0,14889.0,0.81,0
29,139163.0,Tourist,7.6,5,1,0,11282.0,0.38,0
56,4261.0,Work,4.2,24,1,0,57202.0,0.72,0
29,3311.0,Work,4.4,6,3,1,23717.0,0.32,1
19,10762.0,Student,7.2,9,3,0,6099.0,0.92,0
39,5102.0,Student,7.7,3,1,0,44635.0,0.81,0
40,54609.0,Work,4.1,13,3,0,13120.0,0.63,0
47,1030186.0,Tourist,5.5,7,1,0,28673.0,0.73,0
22,119623.0,Student,4.7,0,3,0,23877.0,0.75,0
26,6467.0,Work,5.2,20,1,0,11563.0,0.94,0
38,4929.0,Tourist,6.6,1,1,0,196946.0,0.65,0
28,95435.0,Tourist,4.5,18,3,0,21238.0,0.71,0
22,3731.0,Tourist,5.1,9,1,0,13924.0,0.88,0
52,5028.0,Work,6.8,3,1,0,93467.0,0.61,0
44,38315.0,Student,6.5,16,1,0,21735.0,0.48,0
19,9771.0,Tourist,8.3,15,3,0,22265.0,0.52,0
41,26344.0,Tourist,4.8,4,2,0,241847.0,0.42,0
48,13416.0,Work,5.8,9,1,1,307428.0,0.82,1
50,21124.0,Student,8.6,21,2,0,25348.0,0.96,0
56,81767.0,Work,8.0,10,2,0,14913.0,0.32,0
47,55954.0,Student,7.0,0,2,1,35544.0,0.79,0
54,87160.0,Work,7.8,12,2,0,18590.0,0.58,0
45,57464.0,Work,6.2,19,1,0,62133.0,0.55,0
48,63745.0,Work,8.6,1,1,1,25451.0,0.7,1
28,21955.0,Work,7.0,0,1,0,120591.0,0.5,0
40,2486.0,Work,7.5,13,3,0,10124.0,0.98,0
19,18750.0,Work,7.3,20,3,0,29946.0,0.83,0
57,35380.0,Tourist,7.4,11,1,0,77050.0,0.62,0
58,24620.0,Work,7.2,10,3,0,144211.0,0.69,1
44,41351.0,Work,4.4,0,3,0,16773.0,0.38,1
52,484787.0,Work,7.0,13,2,0,36609.0,0.78,0
19,10381.0,Work,7.9,7,3,0,54245.0,0.72,0
56,12001.0,Tourist,4.0,17,2,0,32115.0,0.97,0
54,135000.0,Student,8.5,4,3,0,31830.0,0.69,0
38,26552.0,Work,8.8,2,3,1,241580.0,0.31,1
22,43563.0,Student,4.6,21,2,0,103482.0,0.8,0
38,9066.0,Work,6.7,5,2,0,29049.0,0.42,0
46,7342.0,Tourist,4.6,23,1,0,13732.0,0.71,0
37,3603.0,Student,5.4,20,2,0,69501.0,0.72,0
55,28526.0,Student,7.1,4,2,0,50001.0,0.94,0
37,5075.0,Work,5.5,20,1,0,24874.0,0.66,0
42,4221.0,Tourist,5.8,24,2,0,7622.0,0.82,0
19,59372.0,Student,7.7,1,2,0,2340.0,0.37,0
49,8501.0,Work,6.9,2,3,0,8077.0,0.99,0
43,3640.0,Student,6.6,3,1,1,181999.0,0.59,1
23,3118.0,Tourist,5.6,22,2,0,11678.0,0.9,0
58,86473.0,Work,7.5,0,2,0,209013.0,0.84,0
20,18774.0,Work,6.1,15,3,0,60166.0,0.48,0
50,12101.0,Student,8.5,18,1,0,53094.0,0.89,0
18,28487.0,Work,7.0,22,1,0,23643.0,0.49,0
22,24696.0,Student,6.7,7,2,0,193277.0,0.95,0
30,9957.0,Work,8.0,1,1,0,69014.0,0.34,1
36,13353.0,Work,6.4,2,2,0,31532.0,0.75,0
29,65913.0,Work,5.4,13,3,0,35490.0,0.56,0
42,75899.0,Tourist,4.8,6,1,0,46792.0,0.64,0
52,6265.0,Student,6.8,12,1,0,57740.0,0.6,0
29,150168.0,Student,6.1,6,2,0,26232.0,0.86,0
47,448465.0,Work,6.0,15,3,0,370033.0,0.99,0
22,14228.0,Work,5.7,2,2,0,194918.0,0.4,0
51,13726.0,Student,7.4,4,3,0,25542.0,0.66,0
39,5725.0,Student,6.6,22,2,0,31974.0,0.86,0
56,8080.0,Work,6.7,2,2,0,117779.0,0.81,0
30,35782.0,Student,5.5,23,1,0,18128.0,0.66,0
20,711714.0,Tourist,7.1,14,1,0,29212.0,0.56,0
37,65677.0,Work,6.0,19,3,0,59311.0,0.7,0
48,13384.0,Tourist,7.8,10,1,0,36052.0,0.57,0
22,11648.0,Tourist,6.6,22,2,0,6607.0,0.76,0
41,8137.0,Work,5.4,17,2,0,7792.0,0.89,0
57,107996.0,Work,4.7,4,1,0,48955.0,0.74,0
50,15293.0,Work,7.5,21,3,0,31886.0,0.39,0
25,43539.0,Tourist,5.9,12,2,0,26166.0,0.71,0
41,15443.0,Work,4.3,0,2,1,7489.0,0.62,1
37,528112.0,Student,8.6,13,1,0,26948.0,0.95,0
33,9884.0,Work,5.9,8,1,0,28938.0,0.71,0
29,7669.0,Work,7.7,8,1,0,181915.0,0.82,0
30,10694.0,Student,6.3,3,1,1,25991.0,0.73,1
59,41607.0,Student,8.5,20,3,0,35991.0,1.0,1
56,189481.0,Student,4.1,24,3,0,27029.0,0.87,1
42,41742.0,Tourist,5.3,1,2,0,13711.0,0.85,0
49,63568.0,Student,6.7,15,3,1,36813.0,0.63,1
41,51605.0,Student,5.6,4,1,0,29643.0,0.93,0
26,1813.0,Work,7.7,19,3,0,49264.0,0.71,0
57,21500.0,Tourist,7.4,17,3,0,199329.0,0.68,1
40,13689.0,Student,4.1,1,2,0,41759.0,0.72,0
30,17821.0,Work,7.0,13,1,0,31338.0,0.83,0
49,6411.0,Student,8.2,14,1,0,71181.0,0.31,0
32,81021.0,Student,5.6,24,3,0,33746.0,0.71,0
53,23688.0,Student,4.7,9,3,0,131754.0,0.9,0
22,23474.0,Work,7.7,15,1,0,31415.0,0.56,0
39,17662.0,Work,8.5,7,2,0,8821.0,0.44,0
33,8570.0,Student,7.3,23,2,0,86147.0,0.38,0
58,1521.0,Student,8.2,23,2,0,10916.0,0.7,0
27,33108.0,Student,9.0,20,2,0,236025.0,0.55,0
41,26118.0,Tourist,6.5,13,2,0,16988.0,0.83,0
35,49088.0,Work,8.7,19,3,0,17128.0,0.88,0
